ID,Nama,Kelas,Al_Quran_Iqro,Hafalan_Surat_Pendek,Hafalan_Doa,Hafalan_Ayat_Pilihan,Bahasa_Arab,Bahasa_Inggris,Khat_Menulis,Menggambar_Mewarnai,Jasmani_Kesehatan,Kreativitas_Keaktifan,Ulumul_Quran,Kemampuan_Berbahasa,Rata_Rata,Kategori
874,Siswa_874,I.5,59,49,38,54,42,53,46,47,36,57,62,47,49.166666666666664,BB
875,Siswa_875,I.3,98,91,92,89,83,85,96,100,83,91,92,88,90.66666666666667,BSB
876,Siswa_876,I.3,68,75,79,82,84,74,74,70,85,73,86,79,77.41666666666667,BSH
877,Siswa_877,I.2,64,69,60,66,71,70,66,64,63,67,64,69,66.08333333333333,MB
878,Siswa_878,I.1,93,98,90,96,82,85,95,96,84,85,83,83,89.16666666666667,BSB
879,Siswa_879,I.4,62,70,59,66,60,55,60,61,64,67,69,64,63.083333333333336,MB
880,Siswa_880,I.3,97,81,90,90,97,90,97,100,89,100,92,96,93.25,BSB
881,Siswa_881,I.2,68,68,62,62,66,57,69,65,60,62,67,64,64.16666666666667,MB
882,Siswa_882,I.3,86,93,98,98,90,100,80,97,91,97,91,94,92.91666666666667,BSB
883,Siswa_883,I.1,51,60,39,51,41,51,50,51,55,45,43,43,48.333333333333336,BB
884,Siswa_884,I.5,41,54,46,55,59,38,61,50,41,47,49,58,49.916666666666664,BB
885,Siswa_885,I.3,100,99,81,100,94,92,86,95,88,96,85,87,91.91666666666667,BSB
886,Siswa_886,I.4,42,42,62,53,52,44,58,38,47,55,46,52,49.25,BB
887,Siswa_887,I.2,51,49,46,57,56,40,40,44,49,54,42,50,48.166666666666664,BB
888,Siswa_888,I.1,59,59,72,57,70,65,62,65,74,65,73,62,65.25,MB
889,Siswa_889,I.4,62,61,47,48,47,47,57,49,50,58,45,37,50.666666666666664,BB
890,Siswa_890,I.2,62,60,68,59,56,68,58,65,62,63,71,63,62.916666666666664,MB
891,Siswa_891,I.1,61,54,50,42,43,43,59,53,56,44,42,42,49.083333333333336,BB
892,Siswa_892,I.3,62,66,72,70,55,67,66,72,62,65,68,65,65.83333333333333,MB
893,Siswa_893,I.4,81,82,80,74,75,80,71,75,75,81,76,71,76.75,BSH
894,Siswa_894,I.5,91,89,92,100,100,90,84,88,88,97,81,96,91.33333333333333,BSB
895,Siswa_895,I.1,48,50,51,52,56,43,51,59,51,52,41,50,50.333333333333336,BB
896,Siswa_896,I.2,100,88,86,98,93,90,98,89,89,90,89,87,91.41666666666667,BSB
897,Siswa_897,I.1,38,55,41,53,62,41,55,47,45,45,54,51,48.916666666666664,BB
898,Siswa_898,I.2,74,75,76,89,72,83,70,76,81,73,79,85,77.75,BSH
899,Siswa_899,I.4,45,50,41,48,45,44,40,57,55,54,47,48,47.833333333333336,BB
900,Siswa_900,I.1,48,44,52,51,56,51,49,42,51,53,50,57,50.333333333333336,BB
901,Siswa_901,I.3,73,73,69,80,82,78,77,76,88,75,83,79,77.75,BSH
902,Siswa_902,I.4,89,69,87,80,80,67,77,78,84,82,76,81,79.16666666666667,BSH
903,Siswa_903,I.5,58,50,41,52,54,47,47,54,42,41,62,44,49.333333333333336,BB
904,Siswa_904,I.1,56,42,44,57,53,45,42,53,52,39,43,42,47.333333333333336,BB
905,Siswa_905,I.3,98,85,85,100,93,96,97,90,94,97,90,100,93.75,BSB
906,Siswa_906,I.5,64,74,64,64,72,71,67,67,64,70,68,62,67.25,MB
907,Siswa_907,I.1,65,64,55,64,63,67,68,63,70,60,74,66,64.91666666666667,MB
908,Siswa_908,I.2,64,63,65,60,71,66,64,64,63,63,64,66,64.41666666666667,MB
909,Siswa_909,I.5,82,70,69,69,84,88,69,86,87,82,78,78,78.5,BSH
910,Siswa_910,I.2,48,43,61,45,51,44,60,44,44,54,44,37,47.916666666666664,BB
911,Siswa_911,I.4,79,75,85,79,68,74,75,68,70,79,76,80,75.66666666666667,BSH
912,Siswa_912,I.5,70,70,75,77,78,76,73,73,82,67,76,72,74.08333333333333,BSH
913,Siswa_913,I.5,85,99,87,83,93,91,86,98,88,93,100,99,91.83333333333333,BSB
914,Siswa_914,I.2,52,46,58,43,42,53,56,51,58,55,47,50,50.916666666666664,BB
915,Siswa_915,I.1,63,63,61,67,67,63,64,67,63,68,66,63,64.58333333333333,MB
916,Siswa_916,I.4,93,92,89,95,89,93,94,93,100,96,97,97,94.0,BSB
917,Siswa_917,I.5,65,74,67,61,61,59,68,65,63,69,66,67,65.41666666666667,MB
918,Siswa_918,I.2,75,80,74,83,82,78,70,81,88,79,81,80,79.25,BSH
919,Siswa_919,I.3,87,74,69,80,75,72,67,85,77,66,77,77,75.5,BSH
920,Siswa_920,I.2,73,77,71,74,69,79,75,79,80,71,84,68,75.0,BSH
921,Siswa_921,I.2,58,66,67,64,61,67,62,70,67,68,65,57,64.33333333333333,MB
922,Siswa_922,I.5,73,69,82,78,78,79,80,73,81,81,73,82,77.41666666666667,BSH
923,Siswa_923,I.2,92,97,86,97,98,93,98,98,97,100,96,91,95.25,BSB
924,Siswa_924,I.3,44,49,52,36,49,53,46,56,54,42,42,49,47.666666666666664,BB
925,Siswa_925,I.3,73,63,70,63,71,56,62,61,67,67,65,57,64.58333333333333,MB
926,Siswa_926,I.2,58,49,41,52,60,60,53,40,61,43,61,46,52.0,BB
927,Siswa_927,I.3,91,100,83,89,93,100,97,92,93,88,89,82,91.41666666666667,BSB
928,Siswa_928,I.2,60,73,69,64,65,65,67,58,68,61,65,69,65.33333333333333,MB
929,Siswa_929,I.2,67,72,84,67,80,77,73,79,76,72,82,78,75.58333333333333,BSH
930,Siswa_930,I.2,98,100,94,90,99,93,94,88,84,96,100,83,93.25,BSB
931,Siswa_931,I.1,53,37,44,44,54,40,46,36,45,39,59,41,44.833333333333336,BB
932,Siswa_932,I.1,65,66,71,67,64,69,68,70,69,68,68,64,67.41666666666667,MB
933,Siswa_933,I.2,56,38,46,56,52,46,47,51,36,40,47,54,47.416666666666664,BB
934,Siswa_934,I.3,90,95,90,93,85,92,94,93,93,85,93,92,91.25,BSB
935,Siswa_935,I.2,69,82,80,82,78,70,75,79,77,75,80,69,76.33333333333333,BSH
936,Siswa_936,I.5,72,71,76,77,78,78,76,70,81,86,76,77,76.5,BSH
937,Siswa_937,I.3,98,95,88,91,90,90,85,92,100,96,100,94,93.25,BSB
938,Siswa_938,I.2,41,48,45,52,45,49,44,44,61,45,50,43,47.25,BB
939,Siswa_939,I.2,46,56,57,45,56,43,59,63,55,41,62,56,53.25,BB
940,Siswa_940,I.2,43,53,44,57,36,37,46,47,56,42,42,50,46.083333333333336,BB
941,Siswa_941,I.3,40,46,40,56,41,46,43,38,59,44,49,56,46.5,BB
942,Siswa_942,I.5,82,67,69,80,84,79,74,86,76,75,65,74,75.91666666666667,BSH
943,Siswa_943,I.1,45,37,46,44,59,58,40,45,46,35,53,51,46.583333333333336,BB
944,Siswa_944,I.5,63,63,63,69,74,71,68,63,66,65,61,65,65.91666666666667,MB
945,Siswa_945,I.2,90,97,100,85,99,87,85,100,87,81,85,94,90.83333333333333,BSB
946,Siswa_946,I.4,55,47,53,41,57,62,46,48,48,51,38,52,49.833333333333336,BB
947,Siswa_947,I.3,67,66,62,55,73,63,72,58,57,71,60,73,64.75,MB
948,Siswa_948,I.5,52,54,52,52,56,54,50,48,54,53,49,54,52.333333333333336,BB
949,Siswa_949,I.4,99,98,91,91,97,87,94,90,93,88,83,87,91.5,BSB
950,Siswa_950,I.4,76,78,75,78,87,81,81,78,81,78,79,85,79.75,BSH
951,Siswa_951,I.4,83,92,88,88,97,95,89,88,98,88,87,96,90.75,BSB
952,Siswa_952,I.1,74,69,89,79,70,73,75,69,80,81,73,81,76.08333333333333,BSH
953,Siswa_953,I.1,89,76,74,82,70,70,83,69,77,71,79,78,76.5,BSH
954,Siswa_954,I.2,66,67,67,63,66,62,65,70,58,60,64,60,64.0,MB
955,Siswa_955,I.1,76,70,76,80,78,78,77,86,81,80,77,72,77.58333333333333,BSH
956,Siswa_956,I.1,63,61,62,62,63,64,61,67,61,64,71,62,63.416666666666664,MB
957,Siswa_957,I.2,70,87,84,74,72,75,75,82,76,73,78,86,77.66666666666667,BSH
958,Siswa_958,I.5,76,81,85,83,81,80,74,74,79,82,68,89,79.33333333333333,BSH
959,Siswa_959,I.4,88,95,92,90,87,93,91,84,90,100,85,95,90.83333333333333,BSB
960,Siswa_960,I.5,64,61,66,67,65,62,64,55,64,65,70,62,63.75,MB
961,Siswa_961,I.4,73,58,56,63,63,65,65,65,60,74,57,69,64.0,MB
962,Siswa_962,I.3,76,78,68,74,79,73,74,84,79,67,68,78,74.83333333333333,BSH
963,Siswa_963,I.4,48,45,60,56,55,60,52,52,44,55,45,57,52.416666666666664,BB
964,Siswa_964,I.2,47,51,43,44,49,46,35,37,61,50,46,62,47.583333333333336,BB
965,Siswa_965,I.2,67,66,70,76,87,81,80,82,78,82,75,86,77.5,BSH
966,Siswa_966,I.4,69,68,72,64,65,63,70,67,68,70,67,62,67.08333333333333,MB
967,Siswa_967,I.1,78,85,82,89,86,82,75,80,79,76,70,82,80.33333333333333,BSH
968,Siswa_968,I.1,65,71,61,67,62,69,66,66,66,67,73,63,66.33333333333333,MB
969,Siswa_969,I.5,39,52,52,52,39,43,57,52,40,44,61,50,48.416666666666664,BB
970,Siswa_970,I.2,51,58,47,58,53,58,52,45,61,53,49,52,53.083333333333336,BB
971,Siswa_971,I.1,73,75,82,80,75,80,74,73,79,83,73,71,76.5,BSH
972,Siswa_972,I.4,49,50,46,40,59,42,62,41,47,50,52,61,49.916666666666664,BB
973,Siswa_973,I.2,62,66,62,62,61,62,65,64,63,68,71,58,63.666666666666664,MB
974,Siswa_974,I.5,88,97,97,99,84,93,91,92,95,84,100,98,93.16666666666667,BSB
975,Siswa_975,I.3,57,51,53,36,52,54,36,47,50,62,42,53,49.416666666666664,BB
976,Siswa_976,I.5,93,99,95,88,98,93,87,94,95,94,90,96,93.5,BSB
977,Siswa_977,I.2,59,55,56,53,47,58,55,42,38,50,49,38,50.0,BB
978,Siswa_978,I.5,84,74,83,74,81,82,80,80,68,73,76,70,77.08333333333333,BSH
979,Siswa_979,I.2,99,93,96,92,88,92,96,85,94,96,86,89,92.16666666666667,BSB
980,Siswa_980,I.4,90,94,91,87,100,99,94,85,88,83,92,93,91.33333333333333,BSB
981,Siswa_981,I.3,66,79,76,75,83,85,76,82,75,74,80,68,76.58333333333333,BSH
982,Siswa_982,I.3,78,69,83,84,80,87,80,86,75,77,79,77,79.58333333333333,BSH
983,Siswa_983,I.3,72,75,76,80,77,84,75,85,73,82,70,83,77.66666666666667,BSH
984,Siswa_984,I.1,44,50,53,55,55,55,47,51,50,48,56,39,50.25,BB
985,Siswa_985,I.2,46,52,36,60,52,43,55,58,43,60,57,49,50.916666666666664,BB
986,Siswa_986,I.4,100,90,97,86,97,90,90,98,80,92,85,94,91.58333333333333,BSB
987,Siswa_987,I.2,95,84,84,97,97,95,90,91,88,83,87,91,90.16666666666667,BSB
988,Siswa_988,I.2,64,71,62,70,60,61,60,61,62,66,65,68,64.16666666666667,MB
989,Siswa_989,I.4,52,54,45,45,54,62,52,49,59,51,56,42,51.75,BB
990,Siswa_990,I.4,86,80,73,83,82,86,83,77,77,74,74,70,78.75,BSH
991,Siswa_991,I.3,74,70,86,82,82,78,78,85,80,75,77,69,78.0,BSH
992,Siswa_992,I.3,84,76,83,75,82,81,84,76,83,84,72,85,80.41666666666667,BSH
993,Siswa_993,I.1,57,37,53,45,44,53,53,56,60,45,56,39,49.833333333333336,BB
994,Siswa_994,I.3,47,59,46,52,57,63,55,42,40,49,51,47,50.666666666666664,BB
995,Siswa_995,I.3,57,48,43,54,57,47,59,38,51,54,59,53,51.666666666666664,BB
996,Siswa_996,I.5,100,91,96,95,95,90,100,82,94,84,93,100,93.33333333333333,BSB
997,Siswa_997,I.3,55,52,39,62,55,51,35,39,49,55,44,55,49.25,BB
998,Siswa_998,I.4,59,58,58,51,63,52,40,51,60,48,46,49,52.916666666666664,BB
999,Siswa_999,I.5,57,62,63,56,64,59,73,63,63,68,62,69,63.25,MB
1000,Siswa_1000,I.1,48,52,51,42,57,54,54,59,51,40,39,44,49.25,BB
